Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Fraction,,Run Log,,
ml,mAU,ml,Fraction,ml,Logbook,
16.306,0.71,,,,,
16.308,0.71,,,,,
16.31,0.71,,,,,
16.311,0.71,,,,,
16.313,0.71,,,,,
16.315,0.71,,,,,
16.317,0.71,,,,,
16.319,0.71,,,,,
16.321,0.71,,,,,
16.322,0.7,,,,,
16.324,0.7,,,,,
16.326,0.7,,,,,
16.328,0.7,,,,,
16.33,0.7,,,,,
16.332,0.7,,,,,
16.333,0.7,,,,,
16.335,0.6929148,,,,,
16.337,0.6978427,,,,,
16.339,0.7,,,,,
16.341,0.7,,,,,
16.342,0.69,,,,,
16.344,0.69,,,,,
16.346,0.69,,,,,
16.348,0.6936754,,,,,
16.35,0.7,,,,,
16.352,0.7,,,,,
16.353,0.7,,,,,
16.355,0.6923991,,,,,
16.357,0.69,,,,,
16.359,0.69,,,,,
16.361,0.69,,,,,
16.363,0.69,,,,,
16.364,0.69,,,,,
16.366,0.6932511,,,,,
16.368,0.7,,,,,
16.37,0.7,,,,,
16.372,0.7,,,,,
16.374,0.7,,,,,
16.375,0.7,,,,,
16.377,0.7,,,,,
16.379,0.7096412,,,,,
16.381,0.72,,,,,
16.383,0.72,,,,,
16.384,0.72,,,,,
16.386,0.72,,,,,
16.388,0.72,,,,,
16.39,0.72,,,,,
16.392,0.7266068,,,,,
16.394,0.7373543,,,,,
16.395,0.74,,,,,
16.397,0.74,,,,,
16.399,0.74,,,,,
16.401,0.74,,,,,
16.403,0.74,,,,,
16.405,0.74,,,,,
16.406,0.74,,,,,
16.408,0.74,,,,,
16.41,0.74,,,,,
16.412,0.74,,,,,
16.414,0.74,,,,,
16.416,0.74,,,,,
16.417,0.74,,,,,
16.419,0.74,,,,,
16.421,0.74,,,,,
16.423,0.74,,,,,
16.425,0.74,,,,,
16.427,0.74,,,,,
16.428,0.74,,,,,
16.43,0.7467381,,,,,
16.432,0.7576854,,,,,
16.434,0.76,,,,,
16.436,0.76,,,,,
16.437,0.76,,,,,
16.439,0.76,,,,,
16.441,0.76,,,,,
16.443,0.76,,,,,
16.445,0.76,,,,,
16.447,0.76,,,,,
16.448,0.76,,,,,
16.45,0.76,,,,,
16.452,0.76,,,,,
16.454,0.76,,,,,
16.456,0.76,,,,,
16.458,0.7610337,,,,,
16.459,0.77,,,,,
16.461,0.77,,,,,
16.463,0.7661435,,,,,
16.465,0.76,,,,,
16.467,0.76,,,,,
16.469,0.76,,,,,
16.47,0.7521002,,,,,
16.472,0.75,,,,,
16.474,0.75,,,,,
16.476,0.75,,,,,
16.478,0.75,,,,,
16.48,0.75,,,,,
16.481,0.75,,,,,
16.483,0.75,,,,,
16.485,0.75,,,,,
16.487,0.75,,,,,
16.489,0.7427803,,,,,
16.49,0.74,,,,,
16.492,0.74,,,,,
16.494,0.74,,,,,
16.496,0.74,,,,,
16.498,0.74,,,,,
16.5,0.7369762,,,,,
16.501,0.73,,,,,
16.503,0.73,,,,,
16.505,0.73,,,,,
16.507,0.73,,,,,
16.509,0.73,,,,,
16.511,0.73,,,,,
16.512,0.73,,,,,
16.514,0.7394171,,,,,
16.516,0.73,,,,,
16.518,0.73,,,,,
16.52,0.7333857,,,,,
16.522,0.7443914,,,,,
16.523,0.75,,,,,
16.525,0.75,,,,,
16.527,0.75,,,,,
16.529,0.75,,,,,
16.531,0.75,,,,,
16.532,0.75,,,,,
16.534,0.75,,,,,
16.536,0.75,,,,,
16.538,0.75,,,,,
16.54,0.7539238,,,,,
16.542,0.7550358,,,,,
16.543,0.75,,,,,
16.545,0.7567416,,,,,
16.547,0.76,,,,,
16.549,0.76,,,,,
16.551,0.76,,,,,
16.553,0.76,,,,,
16.554,0.76,,,,,
16.556,0.76,,,,,
16.558,0.76,,,,,
16.56,0.76,,,,,
16.562,0.76,,,,,
16.564,0.76,,,,,
16.565,0.76,,,,,
16.567,0.76,,,,,
16.569,0.76,,,,,
16.571,0.76,,,,,
16.573,0.76,,,,,
16.575,0.76,,,,,
16.576,0.76,,,,,
16.578,0.7557399,,,,,
16.58,0.75,,,,,
16.582,0.75,,,,,
16.584,0.7570786,,,,,
16.585,0.76,,,,,
16.587,0.7691169,,,,,
16.589,0.77,,,,,
16.591,0.77,,,,,
16.593,0.77,,,,,
16.595,0.77,,,,,
16.596,0.77,,,,,
16.598,0.77,,,,,
16.6,0.77,,,,,
16.602,0.77,,,,,
16.604,0.77,,,,,
16.606,0.7783632,,,,,
16.607,0.78,,,,,
16.609,0.779574,,,,,
16.611,0.77,,,,,
16.613,0.77,,,,,
16.615,0.77,,,,,
16.617,0.77,,,,,
16.618,0.77,,,,,
16.62,0.77,,,,,
16.622,0.77,,,,,
16.624,0.7781573,,,,,
16.626,0.7711211,,,,,
16.628,0.77,,,,,
16.629,0.77,,,,,
16.631,0.77,,,,,
16.633,0.77,,,,,
16.635,0.77,,,,,
16.637,0.77,,,,,
16.638,0.77,,,,,
16.64,0.77,,,,,
16.642,0.77,,,,,
16.644,0.7613229,,,,,
16.646,0.76,,,,,
16.648,0.76,,,,,
16.649,0.76,,,,,
16.651,0.76,,,,,
16.653,0.76,,,,,
16.655,0.7556726,,,,,
16.657,0.75,,,,,
16.659,0.75,,,,,
16.66,0.75,,,,,
16.662,0.7578877,,,,,
16.664,0.7508333,,,,,
16.666,0.75,,,,,
16.668,0.7507619,,,,,
16.67,0.76,,,,,
16.671,0.76,,,,,
16.673,0.76,,,,,
16.675,0.76,,,,,
16.677,0.76,,,,,
16.679,0.76,,,,,
16.681,0.7676681,,,,,
16.682,0.77,,,,,
16.684,0.7797381,,,,,
16.686,0.78,,,,,
16.688,0.7813095,,,,,
16.69,0.79,,,,,
16.691,0.79,,,,,
16.693,0.79,,,,,
16.695,0.79,,,,,
16.697,0.79,,,,,
16.699,0.79,,,,,
16.701,0.7982063,,,,,
16.702,0.8,,,,,
16.704,0.8,,,,,
16.706,0.7989686,,,,,
16.708,0.79,,,,,
16.71,0.79,,,,,
16.712,0.79,,,,,
16.713,0.79,,,,,
16.715,0.79,,,,,
16.717,0.79,,,,,
16.719,0.79,,,,,
16.721,0.7987641,,,,,
16.723,0.8095067,,,,,
16.724,0.81,,,,,
16.726,0.8084305,,,,,
16.728,0.8,,,,,
16.73,0.8,,,,,
16.732,0.7956054,,,,,
16.733,0.7954416,,,,,
16.735,0.8,,,,,
16.737,0.8,,,,,
16.739,0.8,,,,,
16.741,0.8,,,,,
16.743,0.8,,,,,
16.744,0.8,,,,,
16.746,0.8,,,,,
16.748,0.8,,,,,
16.75,0.8,,,,,
16.752,0.8049213,,,,,
16.754,0.81,,,,,
16.755,0.81,,,,,
16.757,0.81,,,,,
16.759,0.819,,,,,
16.761,0.8298202,,,,,
16.763,0.83,,,,,
16.765,0.8319058,,,,,
16.766,0.84,,,,,
16.768,0.84,,,,,
16.77,0.8352914,,,,,
16.772,0.83,,,,,
16.774,0.83,,,,,
16.776,0.83,,,,,
16.777,0.83,,,,,
16.779,0.8204057,,,,,
16.781,0.82,,,,,
16.783,0.8211694,,,,,
16.785,0.83,,,,,
16.786,0.83,,,,,
16.788,0.83,,,,,
16.79,0.8247533,,,,,
16.792,0.814,,,,,
16.794,0.81,,,,,
16.796,0.81,,,,,
16.797,0.81,,,,,
16.799,0.81,,,,,
16.801,0.81,,,,,
16.803,0.8117422,,,,,
16.805,0.8170404,,,,,
16.807,0.81,,,,,
16.808,0.81,,,,,
16.81,0.81,,,,,
16.812,0.81,,,,,
16.814,0.81,,,,,
16.816,0.8186067,,,,,
16.818,0.82,,,,,
16.819,0.82,,,,,
16.821,0.82,,,,,
16.823,0.8221573,,,,,
16.825,0.83,,,,,
16.827,0.83,,,,,
16.829,0.825,,,,,
16.83,0.82,,,,,
16.832,0.82,,,,,
16.834,0.82,,,,,
16.836,0.829093,,,,,
16.838,0.8398879,,,,,
16.839,0.84,,,,,
16.841,0.84,,,,,
16.843,0.84,,,,,
16.845,0.84,,,,,
16.847,0.84,,,,,
16.849,0.84,,,,,
16.85,0.84,,,,,
16.852,0.84,,,,,
16.854,0.8483596,,,,,
16.856,0.85,,,,,
16.858,0.85,,,,,
16.86,0.85,,,,,
16.861,0.85,,,,,
16.863,0.85,,,,,
16.865,0.85,,,,,
16.867,0.85,,,,,
16.869,0.85,,,,,
16.871,0.85,,,,,
16.872,0.85,,,,,
16.874,0.85,,,,,
16.876,0.85,,,,,
16.878,0.85,,,,,
16.88,0.85,,,,,
16.882,0.8530337,,,,,
16.883,0.86,,,,,
16.885,0.86,,,,,
16.887,0.86,,,,,
16.889,0.86,,,,,
16.891,0.86,,,,,
16.892,0.86,,,,,
16.894,0.8505843,,,,,
16.896,0.85,,,,,
16.898,0.8515022,,,,,
16.9,0.86,,,,,
16.902,0.86,,,,,
16.903,0.86,,,,,
16.905,0.86,,,,,
16.907,0.86,,,,,
16.909,0.86,,,,,
16.911,0.86,,,,,
16.913,0.86,,,,,
16.914,0.86,,,,,
16.916,0.86,,,,,
16.918,0.86,,,,,
16.92,0.86,,,,,
16.922,0.86,,,,,
16.924,0.86,,,,,
16.925,0.86,,,,,
16.927,0.86,,,,,
16.929,0.86,,,,,
16.931,0.86,,,,,
16.933,0.86,,,,,
16.934,0.87,,,,,
16.936,0.87,,,,,
16.938,0.87,,,,,
16.94,0.87,,,,,
16.942,0.87,,,,,
16.944,0.87,,,,,
16.945,0.87,,,,,
16.947,0.87,,,,,
16.949,0.87,,,,,
16.951,0.87,,,,,
16.953,0.86,,,,,
16.955,0.86,,,,,
16.956,0.8576458,,,,,
16.958,0.85,,,,,
16.96,0.85,,,,,
16.962,0.85,,,,,
16.964,0.8440674,,,,,
16.966,0.84,,,,,
16.967,0.84,,,,,
16.969,0.84,,,,,
16.971,0.8399103,,,,,
16.973,0.83,,,,,
16.975,0.83,,,,,
16.977,0.83,,,,,
16.978,0.83,,,,,
16.98,0.83,,,,,
16.982,0.83,,,,,
16.984,0.8235505,,,,,
16.986,0.82,,,,,
16.987,0.82,,,,,
16.989,0.82,,,,,
16.991,0.81,,,,,
16.993,0.81,,,,,
16.995,0.81,,,,,
16.997,0.81,,,,,
16.998,0.81,,,,,
17,0.81,,,,,
17.002,0.8160143,,,,,
17.004,0.82,,,,,
17.006,0.82,,,,,
17.008,0.82,,,,,
17.009,0.82,,,,,
17.011,0.82,,,,,
17.013,0.82,,,,,
17.015,0.82,,,,,
17.017,0.82,,,,,
17.019,0.82,,,,,
17.02,0.82,,,,,
17.022,0.82,,,,,
17.024,0.82,,,,,
17.026,0.82,,,,,
17.028,0.82,,,,,
17.03,0.82,,,,,
17.031,0.82,,,,,
17.033,0.82,,,,,
17.035,0.82,,,,,
17.037,0.82,,,,,
17.039,0.82,,,,,
17.04,0.82,,,,,
17.042,0.82,,,,,
17.044,0.82,,,,,
17.046,0.82,,,,,
17.048,0.82,,,,,
17.05,0.82,,,,,
17.051,0.82,,,,,
17.053,0.82,,,,,
17.055,0.82,,,,,
17.057,0.82,,,,,
17.059,0.82,,,,,
17.061,0.82,,,,,
17.062,0.8277327,,,,,
17.064,0.83,,,,,
17.066,0.83,,,,,
17.068,0.84,,,,,
17.07,0.84,,,,,
17.072,0.8423095,,,,,
17.073,0.85,,,,,
17.075,0.85,,,,,
17.077,0.85,,,,,
17.079,0.85,,,,,
17.081,0.8429372,,,,,
17.082,0.84,,,,,
17.084,0.84,,,,,
17.086,0.84,,,,,
17.088,0.85,,,,,
17.09,0.85,,,,,
17.092,0.85,,,,,
17.093,0.8540359,,,,,
17.095,0.86,,,,,
17.097,0.86,,,,,
17.099,0.86,,,,,
17.101,0.86,,,,,
17.103,0.86,,,,,
17.104,0.86,,,,,
17.106,0.86,,,,,
17.108,0.86,,,,,
17.11,0.86,,,,,
17.112,0.86,,,,,
17.114,0.86,,,,,
17.115,0.86,,,,,
17.117,0.86,,,,,
17.119,0.86,,,,,
17.121,0.86,,,,,
17.123,0.86,,,,,
17.125,0.86,,,,,
17.126,0.86,,,,,
17.128,0.86,,,,,
17.13,0.86,,,,,
17.132,0.86,,,,,
17.134,0.86,,,,,
17.135,0.86,,,,,
17.137,0.86,,,,,
17.139,0.86,,,,,
17.141,0.86,,,,,
17.143,0.86,,,,,
17.145,0.8592377,,,,,
17.146,0.85,,,,,
17.148,0.85,,,,,
17.15,0.85,,,,,
17.152,0.85,,,,,
17.154,0.85,,,,,
17.156,0.85,,,,,
17.157,0.85,,,,,
17.159,0.85,,,,,
17.161,0.85,,,,,
17.163,0.85,,,,,
17.165,0.85,,,,,
17.167,0.85,,,,,
17.168,0.8529524,,,,,
17.17,0.86,,,,,
17.172,0.86,,,,,
17.174,0.86,,,,,
17.176,0.86,,,,,
17.178,0.86,,,,,
17.179,0.86,,,,,
17.181,0.86,,,,,
17.183,0.86,,,,,
17.185,0.86,,,,,
17.187,0.86,,,,,
17.188,0.8635238,,,,,
17.19,0.87,,,,,
17.192,0.87,,,,,
17.194,0.87,,,,,
17.196,0.87,,,,,
17.198,0.87,,,,,
17.199,0.87,,,,,
17.201,0.87,,,,,
17.203,0.87,,,,,
17.205,0.87,,,,,
17.207,0.87,,,,,
17.209,0.87,,,,,
17.21,0.87,,,,,
17.212,0.87,,,,,
17.214,0.87,,,,,
17.216,0.87,,,,,
17.218,0.87,,,,,
17.22,0.87,,,,,
17.221,0.87,,,,,
17.223,0.87,,,,,
17.225,0.87,,,,,
17.227,0.87,,,,,
17.229,0.87,,,,,
17.231,0.87,,,,,
17.232,0.87,,,,,
17.234,0.87,,,,,
17.236,0.87,,,,,
17.238,0.87,,,,,
17.24,0.87,,,,,
17.241,0.87,,,,,
17.243,0.87,,,,,
17.245,0.87,,,,,
17.247,0.87,,,,,
17.249,0.87,,,,,
17.251,0.87,,,,,
17.252,0.87,,,,,
17.254,0.86179,,,,,
17.256,0.86,,,,,
17.258,0.86,,,,,
17.26,0.86,,,,,
17.262,0.86,,,,,
17.263,0.86,,,,,
17.265,0.86,,,,,
17.267,0.86,,,,,
17.269,0.86,,,,,
17.271,0.86,,,,,
17.273,0.8675112,,,,,
17.274,0.87,,,,,
17.276,0.87,,,,,
17.278,0.8696191,,,,,
17.28,0.86,,,,,
17.282,0.86,,,,,
17.283,0.86,,,,,
17.285,0.8554933,,,,,
17.287,0.85,,,,,
17.289,0.85,,,,,
17.291,0.85,,,,,
17.293,0.85,,,,,
17.294,0.85,,,,,
17.296,0.85,,,,,
17.298,0.85,,,,,
17.3,0.85,,,,,
17.302,0.85,,,,,
17.304,0.85,,,,,
17.305,0.8452744,,,,,
17.307,0.84,,,,,
17.309,0.84,,,,,
17.311,0.84,,,,,
17.313,0.84,,,,,
17.315,0.84,,,,,
17.316,0.8393273,,,,,
17.318,0.8285874,,,,,
17.32,0.82,,,,,
17.322,0.82,,,,,
17.324,0.82,,,,,
17.326,0.82,,,,,
17.327,0.82,,,,,
17.329,0.82,,,,,
17.331,0.82,,,,,
17.333,0.82,,,,,
17.335,0.82,,,,,
17.336,0.82,,,,,
17.338,0.82,,,,,
17.34,0.82,,,,,
17.342,0.82,,,,,
17.344,0.82,,,,,
17.346,0.82,,,,,
17.347,0.82,,,,,
17.349,0.82,,,,,
17.351,0.82,,,,,
17.353,0.82,,,,,
17.355,0.82,,,,,
17.357,0.8217489,,,,,
17.358,0.83,,,,,
17.36,0.83,,,,,
17.362,0.8345516,,,,,
17.364,0.84,,,,,
17.366,0.84,,,,,
17.368,0.84,,,,,
17.369,0.84,,,,,
17.371,0.84,,,,,
17.373,0.84,,,,,
17.375,0.84,,,,,
17.377,0.84,,,,,
17.379,0.84,,,,,
17.38,0.84,,,,,
17.382,0.8348988,,,,,
17.384,0.83,,,,,
17.386,0.83,,,,,
17.388,0.83,,,,,
17.389,0.8386547,,,,,
17.391,0.84,,,,,
17.393,0.84,,,,,
17.395,0.84,,,,,
17.397,0.84,,,,,
17.399,0.84,,,,,
17.4,0.84,,,,,
17.402,0.84,,,,,
17.404,0.84,,,,,
17.406,0.84,,,,,
17.408,0.84,,,,,
17.41,0.84,,,,,
17.411,0.84,,,,,
17.413,0.8412809,,,,,
17.415,0.85,,,,,
17.417,0.85,,,,,
17.419,0.85,,,,,
17.421,0.85,,,,,
17.422,0.8561798,,,,,
17.424,0.86,,,,,
17.426,0.86,,,,,
17.428,0.868991,,,,,
17.43,0.87,,,,,
17.431,0.8689238,,,,,
17.433,0.86,,,,,
17.435,0.86,,,,,
17.437,0.86,,,,,
17.439,0.8553588,,,,,
17.441,0.85,,,,,
17.442,0.85,,,,,
17.444,0.85,,,,,
17.446,0.85,,,,,
17.448,0.85,,,,,
17.45,0.85,,,,,
17.452,0.851074,,,,,
17.453,0.8576458,,,,,
17.455,0.85,,,,,
17.457,0.85,,,,,
17.459,0.85,,,,,
17.461,0.85,,,,,
17.463,0.85,,,,,
17.464,0.85,,,,,
17.466,0.85,,,,,
17.468,0.85,,,,,
17.47,0.85,,,,,
17.472,0.85,,,,,
17.474,0.85,,,,,
17.475,0.85,,,,,
17.477,0.85,,,,,
17.479,0.85,,,,,
17.481,0.85,,,,,
17.483,0.85,,,,,
17.484,0.85,,,,,
17.486,0.8407399,,,,,
17.488,0.84,,,,,
17.49,0.8386547,,,,,
17.492,0.83,,,,,
17.494,0.83,,,,,
17.495,0.83,,,,,
17.497,0.83,,,,,
17.499,0.83,,,,,
17.501,0.83,,,,,
17.503,0.83,,,,,
17.505,0.83,,,,,
17.506,0.83,,,,,
17.508,0.83,,,,,
17.51,0.83,,,,,
17.512,0.83,,,,,
17.514,0.83,,,,,
17.516,0.8346966,,,,,
17.517,0.8457857,,,,,
17.519,0.85,,,,,
17.521,0.85,,,,,
17.523,0.85,,,,,
17.525,0.85,,,,,
17.527,0.85,,,,,
17.528,0.85,,,,,
17.53,0.85,,,,,
17.532,0.85,,,,,
17.534,0.85,,,,,
17.536,0.85,,,,,
17.537,0.8563572,,,,,
17.539,0.86,,,,,
17.541,0.86,,,,,
17.543,0.86,,,,,
17.545,0.86,,,,,
17.547,0.86,,,,,
17.548,0.86,,,,,
17.55,0.86,,,,,
17.552,0.86,,,,,
17.554,0.86,,,,,
17.556,0.8542247,,,,,
17.558,0.85,,,,,
17.559,0.85,,,,,
17.561,0.85,,,,,
17.563,0.85,,,,,
17.565,0.85,,,,,
17.567,0.85,,,,,
17.569,0.8527355,,,,,
17.57,0.86,,,,,
17.572,0.86,,,,,
17.574,0.86,,,,,
17.576,0.86,,,,,
17.578,0.86,,,,,
17.58,0.86,,,,,
17.581,0.8508745,,,,,
17.583,0.85,,,,,
17.585,0.85,,,,,
17.587,0.8520715,,,,,
17.589,0.86,,,,,
17.59,0.86,,,,,
17.592,0.86,,,,,
17.594,0.8660899,,,,,
17.596,0.87,,,,,
17.598,0.87,,,,,
17.6,0.87,,,,,
17.601,0.87,,,,,
17.603,0.87,,,,,
17.605,0.87,,,,,
17.607,0.87,,,,,
17.609,0.87,,,,,
17.611,0.87,,,,,
17.612,0.87,,,,,
17.614,0.87,,,,,
17.616,0.87,,,,,
17.618,0.87,,,,,
17.62,0.87,,,,,
17.622,0.87,,,,,
17.623,0.87,,,,,
17.625,0.8677303,,,,,
17.627,0.86,,,,,
17.629,0.86,,,,,
17.631,0.86,,,,,
17.632,0.86,,,,,
17.634,0.86,,,,,
17.636,0.86,,,,,
17.638,0.86,,,,,
17.64,0.86,,,,,
17.642,0.86,,,,,
17.643,0.8584248,,,,,
17.645,0.85,,,,,
17.647,0.85,,,,,
17.649,0.85,,,,,
17.651,0.85,,,,,
17.653,0.856382,,,,,
17.654,0.86,,,,,
17.656,0.86,,,,,
17.658,0.869191,,,,,
17.66,0.88,,,,,
17.662,0.88,,,,,
17.664,0.88,,,,,
17.665,0.8766367,,,,,
17.667,0.87,,,,,
17.669,0.87,,,,,
17.671,0.87,,,,,
17.673,0.87,,,,,
17.675,0.87,,,,,
17.676,0.87,,,,,
17.678,0.87,,,,,
17.68,0.87,,,,,
17.682,0.87,,,,,
17.684,0.8673031,,,,,
17.685,0.86,,,,,
17.687,0.86,,,,,
17.689,0.8657041,,,,,
17.691,0.87,,,,,
17.693,0.87,,,,,
17.695,0.87,,,,,
17.696,0.87,,,,,
17.698,0.87,,,,,
17.7,0.87,,,,,
17.702,0.8676682,,,,,
17.704,0.8567303,,,,,
17.706,0.85,,,,,
17.707,0.85,,,,,
17.709,0.85,,,,,
17.711,0.85,,,,,
17.713,0.85,,,,,
17.715,0.85,,,,,
17.717,0.85,,,,,
17.718,0.85,,,,,
17.72,0.85,,,,,
17.722,0.85,,,,,
17.724,0.85,,,,,
17.726,0.85,,,,,
17.728,0.85,,,,,
17.729,0.85,,,,,
17.731,0.85,,,,,
17.733,0.85,,,,,
17.735,0.85,,,,,
17.737,0.85,,,,,
17.738,0.85,,,,,
17.74,0.85,,,,,
17.742,0.85,,,,,
17.744,0.85,,,,,
17.746,0.85,,,,,
17.748,0.85,,,,,
17.749,0.85,,,,,
17.751,0.85,,,,,
17.753,0.85,,,,,
17.755,0.85,,,,,
17.757,0.85,,,,,
17.759,0.85,,,,,
17.76,0.8467937,,,,,
17.762,0.84,,,,,
17.764,0.84,,,,,
17.766,0.84,,,,,
17.768,0.8467713,,,,,
17.77,0.85,,,,,
17.771,0.85,,,,,
17.773,0.85,,,,,
17.775,0.85,,,,,
17.777,0.85,,,,,
17.779,0.85,,,,,
17.781,0.85,,,,,
17.782,0.85,,,,,
17.784,0.85,,,,,
17.786,0.85,,,,,
17.788,0.8573095,,,,,
17.79,0.86,,,,,
17.791,0.86,,,,,
17.793,0.8598877,,,,,
17.795,0.85,,,,,
17.797,0.85,,,,,
17.799,0.85,,,,,
17.801,0.85,,,,,
17.802,0.85,,,,,
17.804,0.8557624,,,,,
17.806,0.86,,,,,
17.808,0.86,,,,,
17.81,0.86,,,,,
17.812,0.86,,,,,
17.813,0.86,,,,,
17.815,0.86,,,,,
17.817,0.86,,,,,
17.819,0.8634753,,,,,
17.821,0.87,,,,,
17.823,0.87,,,,,
17.824,0.87,,,,,
17.826,0.87,,,,,
17.828,0.87,,,,,
17.83,0.87,,,,,
17.832,0.87,,,,,
17.833,0.87,,,,,
17.835,0.87,,,,,
17.837,0.87,,,,,
17.839,0.87,,,,,
17.841,0.87,,,,,
17.843,0.87,,,,,
17.844,0.87,,,,,
17.846,0.87,,,,,
17.848,0.87,,,,,
17.85,0.87,,,,,
17.852,0.87,,,,,
17.854,0.87,,,,,
17.855,0.87,,,,,
17.857,0.87,,,,,
17.859,0.87,,,,,
17.861,0.87,,,,,
17.863,0.87,,,,,
17.865,0.8773708,,,,,
17.866,0.88,,,,,
17.868,0.88,,,,,
17.87,0.8797857,,,,,
17.872,0.87,,,,,
17.874,0.87,,,,,
17.876,0.87,,,,,
17.877,0.87,,,,,
17.879,0.87,,,,,
17.881,0.87,,,,,
17.883,0.87,,,,,
17.885,0.87,,,,,
17.886,0.87,,,,,
17.888,0.87,,,,,
17.89,0.87,,,,,
17.892,0.87,,,,,
17.894,0.87,,,,,
17.896,0.8662291,,,,,
17.897,0.86,,,,,
17.899,0.86,,,,,
17.901,0.8667619,,,,,
17.903,0.87,,,,,
17.905,0.87,,,,,
17.907,0.87,,,,,
17.908,0.87,,,,,
17.91,0.87,,,,,
17.912,0.87,,,,,
17.914,0.87,,,,,
17.916,0.87,,,,,
17.918,0.87,,,,,
17.919,0.87,,,,,
17.921,0.87,,,,,
17.923,0.87,,,,,
17.925,0.87,,,,,
17.927,0.87,,,,,
17.929,0.86,,,,,
17.93,0.86,,,,,
17.932,0.86,,,,,
17.934,0.86,,,,,
17.936,0.86,,,,,
17.938,0.86,,,,,
17.939,0.8666967,,,,,
17.941,0.877444,,,,,
17.943,0.88,,,,,
17.945,0.88,,,,,
17.947,0.88,,,,,
17.949,0.88,,,,,
17.95,0.88,,,,,
17.952,0.88,,,,,
17.954,0.88,,,,,
17.956,0.88,,,,,
17.958,0.88,,,,,
17.96,0.88,,,,,
17.961,0.88,,,,,
17.963,0.88,,,,,
17.965,0.88,,,,,
17.967,0.8791429,,,,,
17.969,0.87,,,,,
17.971,0.87,,,,,
17.972,0.87,,,,,
17.974,0.87,,,,,
17.976,0.87,,,,,
17.978,0.87,,,,,
17.98,0.8777578,,,,,
17.981,0.88,,,,,
17.983,0.88,,,,,
17.985,0.88,,,,,
17.987,0.88,,,,,
17.989,0.88,,,,,
17.991,0.88,,,,,
17.992,0.88,,,,,
17.994,0.88,,,,,
17.996,0.88,,,,,
17.998,0.88,,,,,
18,0.88,,,,,
18.002,0.88,,,,,
18.003,0.88,,,,,
18.005,0.88,,,,,
18.007,0.88,,,,,
18.009,0.88,,,,,
18.011,0.8760538,,,,,
18.013,0.8749881,,,,,
18.014,0.88,,,,,
18.016,0.88,,,,,
18.018,0.8720286,,,,,
18.02,0.87,,,,,
18.022,0.87,,,,,
18.024,0.87,,,,,
18.025,0.8716592,,,,,
18.027,0.88,,,,,
18.029,0.8762556,,,,,
18.031,0.87,,,,,
18.033,0.87,,,,,
18.034,0.87,,,,,
18.036,0.87,,,,,
18.038,0.8614524,,,,,
18.04,0.86,,,,,
18.042,0.86,,,,,
18.044,0.86,,,,,
18.045,0.86,,,,,
18.047,0.86,,,,,
18.049,0.8557175,,,,,
18.051,0.85,,,,,
18.053,0.85,,,,,
18.055,0.85,,,,,
18.056,0.8421573,,,,,
18.058,0.8491191,,,,,
18.06,0.85,,,,,
18.062,0.85,,,,,
18.064,0.8519775,,,,,
18.066,0.86,,,,,
18.067,0.86,,,,,
18.069,0.86,,,,,
18.071,0.86,,,,,
18.073,0.86,,,,,
18.075,0.86,,,,,
18.077,0.86,,,,,
18.078,0.86,,,,,
18.08,0.86,,,,,
18.082,0.86,,,,,
18.084,0.86,,,,,
18.086,0.86,,,,,
18.087,0.856,,,,,
18.089,0.8449524,,,,,
18.091,0.84,,,,,
18.093,0.84,,,,,
18.095,0.8319331,,,,,
18.097,0.83,,,,,
18.098,0.83,,,,,
18.1,0.83,,,,,
18.102,0.83,,,,,
18.104,0.83,,,,,
18.106,0.83,,,,,
18.108,0.83,,,,,
18.109,0.83,,,,,
18.111,0.83,,,,,
18.113,0.83,,,,,
18.115,0.83,,,,,
18.117,0.83,,,,,
18.119,0.83,,,,,
18.12,0.8284753,,,,,
18.122,0.82,,,,,
18.124,0.82,,,,,
18.126,0.8243371,,,,,
18.128,0.8350897,,,,,
18.13,0.84,,,,,
18.131,0.84,,,,,
18.133,0.84,,,,,
18.135,0.84,,,,,
18.137,0.84,,,,,
18.139,0.8407637,,,,,
18.14,0.85,,,,,
18.142,0.85,,,,,
18.144,0.85,,,,,
18.146,0.85,,,,,
18.148,0.85,,,,,
18.15,0.85,,,,,
18.151,0.8576906,,,,,
18.153,0.86,,,,,
18.155,0.86,,,,,
18.157,0.86,,,,,
18.159,0.86,,,,,
18.161,0.86,,,,,
18.162,0.86,,,,,
18.164,0.86,,,,,
18.166,0.86,,,,,
18.168,0.86,,,,,
18.17,0.86,,,,,
18.172,0.86,,,,,
18.173,0.8510314,,,,,
18.175,0.85,,,,,
18.177,0.85,,,,,
18.179,0.85,,,,,
18.181,0.85,,,,,
18.182,0.85,,,,,
18.184,0.85,,,,,
18.186,0.85,,,,,
18.188,0.85,,,,,
18.19,0.85,,,,,
18.192,0.8412331,,,,,
18.193,0.84,,,,,
18.195,0.84,,,,,
18.197,0.84,,,,,
18.199,0.84,,,,,
18.201,0.84,,,,,
18.203,0.84,,,,,
18.204,0.84,,,,,
18.206,0.84,,,,,
18.208,0.84,,,,,
18.21,0.84,,,,,
18.212,0.84,,,,,
18.214,0.84,,,,,
18.215,0.8413708,,,,,
18.217,0.85,,,,,
18.219,0.85,,,,,
18.221,0.85,,,,,
18.223,0.85,,,,,
